payment_intent_id,event_id,ticket_type,gross_amount,fee_amount,tax_amount,discount_amount,net_amount,currency,status,is_refund,refers_payment_intent_id,created_ts
pi_535542157,1150,Senior,19.28,0.97,0.96,0.0,18.31,CAD,captured,0,,2025-07-20T14:51:00
pi_315988333,1150,VIP,0.0,0.0,0.0,0.0,-47.78,CAD,refunded,1,pi_691364926,2025-07-19T16:18:00
pi_164975438,1150,VIP,61.46,2.45,3.07,0.0,59.01,CAD,captured,0,,2025-07-24T08:18:00
pi_710757689,1150,General,0.0,0.0,0.0,0.0,-26.97,CAD,refunded,1,pi_422824441,2025-08-02T00:13:00
pi_537336534,1150,VIP,60.21,2.41,3.01,0.0,57.8,CAD,captured,0,,2025-07-20T14:49:00
pi_164735419,1150,General,27.68,1.27,1.38,0.0,26.41,CAD,captured,0,,2025-07-25T21:34:00
pi_955045160,1150,Student,16.94,0.89,0.85,0.0,16.05,CAD,captured,0,,2025-07-31T22:43:00
pi_867659804,1150,VIP,61.49,2.45,3.07,9.22,49.82,CAD,captured,0,,2025-07-26T23:53:00
pi_992902317,1150,Student,13.25,0.76,0.66,0.0,12.49,CAD,captured,0,,2025-07-21T05:53:00
pi_539980214,1150,Student,15.3,0.84,0.77,0.0,14.46,CAD,captured,0,,2025-07-29T04:45:00
pi_188708489,1150,VIP,60.1,2.4,3.0,0.0,57.7,CAD,captured,0,,2025-08-03T10:54:00
pi_546400596,1150,General,26.06,1.21,1.3,0.0,24.85,CAD,captured,0,,2025-07-30T16:05:00
pi_750261107,1150,VIP,59.53,2.38,2.98,0.0,57.15,CAD,captured,0,,2025-08-01T03:56:00
pi_729909019,1150,Senior,20.58,1.02,1.03,0.0,19.56,CAD,captured,0,,2025-07-23T15:14:00
pi_694179750,1150,Student,13.35,0.77,0.67,0.0,12.58,CAD,captured,0,,2025-07-18T05:34:00
pi_818932771,1150,Student,14.02,0.79,0.7,0.0,13.23,CAD,captured,0,,2025-07-27T05:31:00
pi_992176324,1150,Student,16.41,0.87,0.82,0.0,15.54,CAD,captured,0,,2025-07-19T09:48:00
pi_238978171,1150,General,26.65,1.23,1.33,0.0,25.42,CAD,captured,0,,2025-07-22T19:55:00
pi_478420212,1150,General,24.15,1.15,1.21,0.0,23.0,CAD,captured,0,,2025-07-24T17:04:00
pi_800284793,1150,VIP,62.12,2.47,3.11,0.0,59.65,CAD,captured,0,,2025-07-19T19:02:00
pi_919194508,1150,Senior,23.68,1.13,1.18,0.0,22.55,CAD,captured,0,,2025-07-28T00:53:00
pi_568496344,1150,Student,0.0,0.0,0.0,0.0,-15.53,CAD,refunded,1,pi_195211798,2025-07-21T00:08:00
pi_633571283,1150,Student,18.52,0.95,0.93,0.0,17.57,CAD,captured,0,,2025-08-01T10:04:00
pi_179967515,1150,VIP,62.95,2.5,3.15,0.0,60.45,CAD,captured,0,,2025-07-19T04:42:00
pi_117936746,1150,VIP,60.35,2.41,3.02,0.0,57.94,CAD,captured,0,,2025-08-03T22:20:00
pi_913369435,1150,General,22.64,1.09,1.13,3.4,18.15,CAD,captured,0,,2025-07-17T19:12:00
pi_169327487,1150,VIP,57.72,2.32,2.89,0.0,55.4,CAD,captured,0,,2025-07-19T01:15:00
pi_222711810,1150,VIP,59.8,2.39,2.99,0.0,57.41,CAD,captured,0,,2025-07-22T03:40:00
pi_831114813,1150,VIP,59.13,2.37,2.96,0.0,56.76,CAD,captured,0,,2025-07-22T17:53:00
pi_546596560,1150,VIP,0.0,0.0,0.0,0.0,-59.04,CAD,refunded,1,pi_399504264,2025-07-21T07:44:00
pi_740429157,1150,Senior,20.89,1.03,1.04,0.0,19.86,CAD,captured,0,,2025-08-02T14:01:00
pi_812779487,1150,Student,14.81,0.82,0.74,0.0,13.99,CAD,captured,0,,2025-07-27T00:20:00
pi_696127510,1150,General,22.42,1.08,1.12,0.0,21.34,CAD,captured,0,,2025-07-21T11:09:00
pi_979740754,1150,Senior,16.58,0.88,0.83,0.0,15.7,CAD,captured,0,,2025-07-26T13:43:00
pi_581650617,1150,Student,14.37,0.8,0.72,0.0,13.57,CAD,captured,0,,2025-07-28T19:28:00
pi_400852536,1150,Student,14.92,0.82,0.75,0.0,14.1,CAD,captured,0,,2025-07-27T23:04:00
pi_997082054,1150,Senior,19.54,0.98,0.98,0.0,18.56,CAD,captured,0,,2025-07-23T04:55:00
pi_355959394,1150,Student,15.4,0.84,0.77,0.0,14.56,CAD,captured,0,,2025-07-26T01:19:00
pi_482635809,1150,VIP,60.64,2.42,3.03,0.0,58.22,CAD,captured,0,,2025-08-01T19:56:00
pi_104299691,1151,Senior,18.33,0.94,0.92,2.75,14.64,CAD,captured,0,,2025-07-24T16:38:00
pi_146161127,1151,VIP,59.59,2.39,2.98,0.0,57.2,CAD,captured,0,,2025-07-26T20:19:00
pi_560820470,1151,Student,16.33,0.87,0.82,2.45,13.01,CAD,captured,0,,2025-07-27T12:22:00
pi_763702001,1151,VIP,59.67,2.39,2.98,0.0,57.28,CAD,captured,0,,2025-07-30T03:37:00
pi_877443689,1151,Student,14.16,0.8,0.71,0.0,13.36,CAD,captured,0,,2025-08-09T11:18:00
pi_429634827,1151,Student,13.99,0.79,0.7,0.0,13.2,CAD,captured,0,,2025-08-01T07:46:00
pi_965293491,1151,VIP,0.0,0.0,0.0,0.0,-58.22,CAD,refunded,1,pi_520379213,2025-08-08T07:18:00
pi_592546530,1151,Senior,19.7,0.99,0.99,0.0,18.71,CAD,captured,0,,2025-07-29T00:07:00
pi_328810430,1151,General,26.7,1.23,1.33,0.0,25.47,CAD,captured,0,,2025-08-06T01:13:00
pi_807906656,1151,Senior,17.22,0.9,0.86,2.58,13.74,CAD,captured,0,,2025-07-27T06:14:00
pi_836713536,1151,Senior,18.17,0.94,0.91,0.0,17.23,CAD,captured,0,,2025-08-03T07:58:00
pi_913305239,1151,VIP,59.47,2.38,2.97,8.92,48.17,CAD,captured,0,,2025-08-09T17:40:00
pi_353412679,1151,Student,12.47,0.74,0.62,1.87,9.86,CAD,captured,0,,2025-08-02T08:56:00
pi_838009244,1151,Student,14.12,0.79,0.71,0.0,13.33,CAD,captured,0,,2025-07-26T05:56:00
pi_339716820,1151,VIP,58.67,2.35,2.93,0.0,56.32,CAD,captured,0,,2025-08-09T19:18:00
pi_399008868,1151,General,29.22,1.32,1.46,0.0,27.9,CAD,captured,0,,2025-07-26T18:26:00
pi_393412041,1151,Senior,19.42,0.98,0.97,0.0,18.44,CAD,captured,0,,2025-08-09T15:27:00
pi_390561687,1151,Senior,16.54,0.88,0.83,2.48,13.18,CAD,captured,0,,2025-07-24T23:45:00
pi_481461499,1151,Student,11.5,0.7,0.58,0.0,10.8,CAD,captured,0,,2025-07-26T02:35:00
pi_380107820,1151,Student,16.56,0.88,0.83,0.0,15.68,CAD,captured,0,,2025-08-09T01:59:00
pi_785564934,1151,Senior,17.28,0.9,0.86,0.0,16.38,CAD,captured,0,,2025-08-06T20:47:00
pi_155781780,1151,VIP,59.09,2.37,2.95,0.0,56.72,CAD,captured,0,,2025-08-04T16:19:00
pi_725979830,1151,VIP,59.62,2.39,2.98,0.0,57.23,CAD,captured,0,,2025-07-28T18:33:00
pi_257736082,1151,General,25.15,1.18,1.26,0.0,23.97,CAD,captured,0,,2025-07-27T09:18:00
pi_993072079,1151,VIP,56.95,2.29,2.85,0.0,54.66,CAD,captured,0,,2025-07-31T04:35:00
pi_971730394,1151,Student,17.01,0.9,0.85,2.55,13.56,CAD,captured,0,,2025-08-02T20:03:00
pi_915658239,1151,VIP,60.21,2.41,3.01,0.0,57.8,CAD,captured,0,,2025-07-25T08:15:00
pi_669769045,1151,General,25.16,1.18,1.26,0.0,23.98,CAD,captured,0,,2025-08-01T19:56:00
pi_443653481,1151,VIP,60.72,2.43,3.04,9.11,49.18,CAD,captured,0,,2025-08-05T20:46:00
pi_828517535,1151,Student,14.31,0.8,0.72,2.15,11.36,CAD,captured,0,,2025-07-26T21:37:00
pi_972103214,1151,VIP,62.7,2.49,3.14,0.0,60.21,CAD,captured,0,,2025-08-04T15:26:00
pi_657183317,1151,VIP,63.54,2.52,3.18,0.0,61.02,CAD,captured,0,,2025-07-29T01:23:00
pi_393532193,1151,Senior,22.04,1.07,1.1,0.0,20.97,CAD,captured,0,,2025-08-02T06:12:00
pi_478251207,1151,Senior,14.91,0.82,0.75,0.0,14.09,CAD,captured,0,,2025-07-24T23:22:00
pi_161075501,1151,General,24.82,1.17,1.24,3.72,19.93,CAD,captured,0,,2025-08-02T05:16:00
pi_845361415,1151,VIP,62.32,2.48,3.12,0.0,59.84,CAD,captured,0,,2025-07-23T00:28:00
pi_251090358,1151,Senior,17.55,0.91,0.88,0.0,16.64,CAD,captured,0,,2025-07-31T03:28:00
pi_653067425,1151,Senior,18.9,0.96,0.94,0.0,17.94,CAD,captured,0,,2025-08-05T12:38:00
pi_122405171,1151,Senior,15.9,0.86,0.8,0.0,15.04,CAD,captured,0,,2025-08-02T23:23:00
pi_576916078,1151,Senior,18.94,0.96,0.95,0.0,17.98,CAD,captured,0,,2025-08-07T07:57:00
pi_279261286,1151,Student,13.39,0.77,0.67,2.01,10.61,CAD,captured,0,,2025-07-24T22:35:00
pi_965106099,1151,Senior,18.01,0.93,0.9,0.0,17.08,CAD,captured,0,,2025-07-26T17:21:00
pi_690398699,1151,Student,16.85,0.89,0.84,2.53,13.43,CAD,captured,0,,2025-07-26T07:16:00
pi_902766948,1151,General,26.08,1.21,1.3,3.91,20.96,CAD,captured,0,,2025-07-23T19:41:00
pi_523164707,1151,General,25.94,1.21,1.3,0.0,24.73,CAD,captured,0,,2025-08-08T20:03:00
pi_430854808,1151,Senior,17.52,0.91,0.88,0.0,16.61,CAD,captured,0,,2025-07-24T15:57:00
pi_415980245,1151,General,23.14,1.11,1.16,0.0,22.03,CAD,captured,0,,2025-08-04T20:46:00
pi_369220473,1151,VIP,58.22,2.34,2.91,0.0,55.88,CAD,captured,0,,2025-07-24T17:48:00
pi_804151841,1151,Senior,20.44,1.02,1.02,0.0,19.42,CAD,captured,0,,2025-08-01T18:55:00
pi_514571631,1151,Student,13.16,0.76,0.66,0.0,12.4,CAD,captured,0,,2025-08-05T20:24:00
pi_981417965,1151,General,27.65,1.27,1.38,0.0,26.38,CAD,captured,0,,2025-07-21T21:00:00
pi_511386253,1151,General,25.85,1.2,1.29,0.0,24.65,CAD,captured,0,,2025-07-22T18:37:00
pi_289242026,1151,Senior,15.12,0.83,0.76,0.0,14.29,CAD,captured,0,,2025-07-24T16:58:00
pi_125954942,1151,Senior,16.67,0.88,0.83,0.0,15.79,CAD,captured,0,,2025-08-04T19:29:00
pi_277710434,1151,Student,18.83,0.96,0.94,0.0,17.87,CAD,captured,0,,2025-07-23T19:16:00
pi_650998419,1151,Senior,14.99,0.82,0.75,0.0,14.17,CAD,captured,0,,2025-08-08T05:43:00
pi_529884464,1151,Senior,20.25,1.01,1.01,0.0,19.24,CAD,captured,0,,2025-07-24T02:21:00
pi_732210267,1151,VIP,59.97,2.4,3.0,0.0,57.57,CAD,captured,0,,2025-07-22T15:17:00
pi_424844000,1151,VIP,55.4,2.24,2.77,0.0,53.16,CAD,captured,0,,2025-08-02T10:41:00
pi_620316390,1151,Senior,18.41,0.94,0.92,0.0,17.47,CAD,captured,0,,2025-07-23T03:11:00
pi_584026225,1151,General,27.39,1.26,1.37,0.0,26.13,CAD,captured,0,,2025-08-07T11:51:00
pi_585166061,1151,Student,14.18,0.8,0.71,0.0,13.38,CAD,captured,0,,2025-07-23T06:27:00
pi_382703837,1151,Student,0.0,0.0,0.0,0.0,-14.58,CAD,refunded,1,pi_103029733,2025-07-29T23:40:00
pi_436956526,1151,VIP,62.9,2.5,3.15,9.44,50.96,CAD,captured,0,,2025-08-01T23:03:00
pi_415632101,1151,General,23.33,1.12,1.17,3.5,18.71,CAD,captured,0,,2025-08-06T04:11:00
pi_964175852,1151,VIP,59.18,2.37,2.96,0.0,56.81,CAD,captured,0,,2025-08-01T19:26:00
pi_356524053,1151,VIP,60.12,2.4,3.01,0.0,57.72,CAD,captured,0,,2025-07-31T03:50:00
pi_632045239,1151,VIP,64.03,2.54,3.2,0.0,61.49,CAD,captured,0,,2025-07-30T02:06:00
pi_383556736,1151,Student,0.0,0.0,0.0,0.0,-13.45,CAD,refunded,1,pi_361739056,2025-07-26T22:06:00
pi_714852382,1151,Senior,19.44,0.98,0.97,0.0,18.46,CAD,captured,0,,2025-08-03T13:12:00
pi_323624498,1151,Student,14.09,0.79,0.7,0.0,13.3,CAD,captured,0,,2025-07-31T20:17:00
pi_464386480,1151,General,24.46,1.16,1.22,0.0,23.3,CAD,captured,0,,2025-07-27T05:30:00
pi_899160283,1151,VIP,62.19,2.48,3.11,0.0,59.71,CAD,captured,0,,2025-08-03T21:14:00
pi_253403696,1151,General,19.95,1.0,1.0,0.0,18.95,CAD,captured,0,,2025-07-21T22:48:00
pi_143895335,1151,General,24.17,1.15,1.21,3.63,19.39,CAD,captured,0,,2025-07-25T07:22:00
pi_613206825,1151,VIP,60.94,2.43,3.05,0.0,58.51,CAD,captured,0,,2025-07-23T08:16:00
pi_781584601,1151,Senior,21.06,1.04,1.05,0.0,20.02,CAD,captured,0,,2025-08-08T05:20:00
pi_942647466,1151,General,24.92,1.17,1.25,3.74,20.01,CAD,captured,0,,2025-07-31T02:38:00
pi_791869643,1151,Senior,17.86,0.93,0.89,0.0,16.93,CAD,captured,0,,2025-07-26T08:12:00
pi_950655972,1151,General,24.85,1.17,1.24,0.0,23.68,CAD,captured,0,,2025-07-31T06:02:00
pi_393843058,1151,General,21.88,1.07,1.09,0.0,20.81,CAD,captured,0,,2025-08-08T17:16:00
pi_528204668,1151,VIP,59.71,2.39,2.99,0.0,57.32,CAD,captured,0,,2025-08-09T10:17:00
pi_208110001,1151,General,22.39,1.08,1.12,0.0,21.31,CAD,captured,0,,2025-07-31T14:17:00
pi_570569311,1151,Student,12.59,0.74,0.63,0.0,11.85,CAD,captured,0,,2025-08-01T05:41:00
pi_235672733,1151,General,24.16,1.15,1.21,3.62,19.39,CAD,captured,0,,2025-07-23T07:37:00
pi_923876945,1151,VIP,60.76,2.43,3.04,0.0,58.33,CAD,captured,0,,2025-07-23T20:17:00
pi_588468602,1151,Student,13.31,0.77,0.67,2.0,10.54,CAD,captured,0,,2025-08-04T10:42:00
pi_987362303,1151,Senior,15.56,0.84,0.78,0.0,14.72,CAD,captured,0,,2025-07-22T14:07:00
pi_829096656,1151,VIP,64.21,2.55,3.21,0.0,61.66,CAD,captured,0,,2025-07-25T14:59:00
pi_793398265,1151,General,20.39,1.01,1.02,0.0,19.38,CAD,captured,0,,2025-08-01T18:51:00
pi_756816213,1151,Student,15.26,0.83,0.76,0.0,14.43,CAD,captured,0,,2025-07-26T10:57:00
pi_680180816,1151,Student,13.55,0.77,0.68,0.0,12.78,CAD,captured,0,,2025-07-29T21:49:00
pi_755292038,1151,Student,10.58,0.67,0.53,0.0,9.91,CAD,captured,0,,2025-07-28T22:51:00
pi_817561500,1151,General,26.65,1.23,1.33,0.0,25.42,CAD,captured,0,,2025-08-03T07:25:00
pi_484058962,1151,VIP,58.28,2.34,2.91,0.0,55.94,CAD,captured,0,,2025-07-31T12:09:00
pi_883721258,1151,Senior,18.06,0.93,0.9,0.0,17.13,CAD,captured,0,,2025-07-23T17:40:00
pi_485407520,1151,Senior,21.09,1.04,1.05,0.0,20.05,CAD,captured,0,,2025-08-06T17:57:00
pi_700694783,1151,VIP,62.9,2.5,3.15,0.0,60.4,CAD,captured,0,,2025-07-27T05:16:00
pi_873610660,1152,General,24.84,1.17,1.24,0.0,23.67,CAD,captured,0,,2025-08-10T08:27:00
pi_707343848,1152,General,25.1,1.18,1.25,0.0,23.92,CAD,captured,0,,2025-08-03T20:36:00
pi_619153949,1152,VIP,62.21,2.48,3.11,0.0,59.73,CAD,captured,0,,2025-07-31T02:17:00
pi_631039987,1152,Student,13.08,0.76,0.65,0.0,12.32,CAD,captured,0,,2025-07-31T22:48:00
pi_723866490,1152,Student,16.01,0.86,0.8,0.0,15.15,CAD,captured,0,,2025-08-03T21:32:00
pi_728309954,1152,General,24.56,1.16,1.23,0.0,23.4,CAD,captured,0,,2025-07-30T21:13:00
pi_127460370,1152,Student,0.0,0.0,0.0,0.0,-13.56,CAD,refunded,1,pi_338686789,2025-07-28T23:38:00
pi_307979584,1152,General,27.63,1.27,1.38,0.0,26.36,CAD,captured,0,,2025-08-01T06:56:00
pi_687396045,1152,Senior,21.26,1.04,1.06,0.0,20.22,CAD,captured,0,,2025-07-28T12:52:00
pi_294898501,1152,Senior,18.99,0.96,0.95,2.85,15.18,CAD,captured,0,,2025-08-06T06:12:00
pi_647865047,1152,VIP,59.86,2.4,2.99,0.0,57.46,CAD,captured,0,,2025-07-25T12:14:00
pi_955827466,1152,Senior,0.0,0.0,0.0,0.0,-16.54,CAD,refunded,1,pi_651152180,2025-07-25T17:33:00
pi_386487474,1152,General,24.28,1.15,1.21,0.0,23.13,CAD,captured,0,,2025-08-10T01:29:00
pi_854636426,1152,Student,16.63,0.88,0.83,0.0,15.75,CAD,captured,0,,2025-08-04T17:25:00
pi_821171827,1152,General,23.47,1.12,1.17,0.0,22.35,CAD,captured,0,,2025-07-27T07:25:00
pi_732946626,1152,Student,14.21,0.8,0.71,0.0,13.41,CAD,captured,0,,2025-08-09T16:47:00
pi_112239635,1152,VIP,62.46,2.49,3.12,0.0,59.97,CAD,captured,0,,2025-07-29T14:24:00
pi_882852394,1152,Student,20.2,1.01,1.01,0.0,19.19,CAD,captured,0,,2025-07-24T05:04:00
pi_248460331,1152,Student,15.32,0.84,0.77,0.0,14.48,CAD,captured,0,,2025-08-01T11:40:00
pi_568564524,1152,Student,16.01,0.86,0.8,0.0,15.15,CAD,captured,0,,2025-08-06T10:26:00
pi_922863213,1152,General,27.21,1.25,1.36,0.0,25.96,CAD,captured,0,,2025-07-26T02:34:00
pi_421169710,1152,Student,12.68,0.74,0.63,0.0,11.94,CAD,captured,0,,2025-07-26T09:10:00
pi_850594729,1152,VIP,60.53,2.42,3.03,9.08,49.03,CAD,captured,0,,2025-07-31T12:30:00
pi_172061270,1152,Student,19.7,0.99,0.99,2.96,15.75,CAD,captured,0,,2025-08-05T01:56:00
pi_763293759,1152,Student,15.77,0.85,0.79,0.0,14.92,CAD,captured,0,,2025-07-27T21:03:00
pi_240997902,1152,Student,14.87,0.82,0.74,0.0,14.05,CAD,captured,0,,2025-08-10T00:27:00
pi_789189425,1152,General,23.32,1.12,1.17,0.0,22.2,CAD,captured,0,,2025-08-10T01:59:00
pi_179582595,1152,Student,15.3,0.84,0.76,0.0,14.46,CAD,captured,0,,2025-07-29T06:44:00
pi_854824370,1152,Senior,0.0,0.0,0.0,0.0,-20.2,CAD,refunded,1,pi_920365481,2025-08-08T20:08:00
pi_474346114,1152,VIP,59.17,2.37,2.96,0.0,56.8,CAD,captured,0,,2025-08-01T00:24:00
pi_599615096,1152,Student,12.25,0.73,0.61,0.0,11.52,CAD,captured,0,,2025-07-27T22:53:00
pi_563808170,1152,Senior,17.05,0.9,0.85,0.0,16.15,CAD,captured,0,,2025-08-07T19:56:00
pi_355279524,1152,Senior,18.74,0.96,0.94,2.81,14.97,CAD,captured,0,,2025-07-27T23:27:00
pi_470064625,1152,General,28.37,1.29,1.42,0.0,27.08,CAD,captured,0,,2025-08-01T17:18:00
pi_695832729,1152,General,23.66,1.13,1.18,0.0,22.53,CAD,captured,0,,2025-08-01T04:11:00
pi_832885627,1152,Student,0.0,0.0,0.0,0.0,-12.71,CAD,refunded,1,pi_605819483,2025-08-10T01:15:00
pi_239755149,1152,General,21.61,1.06,1.08,0.0,20.55,CAD,captured,0,,2025-08-08T18:39:00
pi_707329587,1152,Senior,17.15,0.9,0.86,0.0,16.25,CAD,captured,0,,2025-08-10T11:06:00
pi_231567041,1152,VIP,59.78,2.39,2.99,0.0,57.39,CAD,captured,0,,2025-08-04T15:28:00
pi_676020351,1152,VIP,59.6,2.39,2.98,0.0,57.21,CAD,captured,0,,2025-08-04T06:53:00
pi_734673391,1152,VIP,60.32,2.41,3.02,0.0,57.91,CAD,captured,0,,2025-08-09T06:26:00
pi_839905119,1152,Student,11.16,0.69,0.56,0.0,10.47,CAD,captured,0,,2025-07-27T21:35:00
pi_885707801,1152,General,27.15,1.25,1.36,0.0,25.9,CAD,captured,0,,2025-08-08T01:56:00
pi_172071690,1152,General,25.68,1.2,1.28,0.0,24.48,CAD,captured,0,,2025-07-25T19:21:00
pi_446624214,1152,Student,16.53,0.88,0.83,0.0,15.65,CAD,captured,0,,2025-07-29T05:26:00
pi_958478158,1152,VIP,61.19,2.44,3.06,9.18,49.57,CAD,captured,0,,2025-08-04T14:05:00
pi_747212789,1152,Student,15.04,0.83,0.75,0.0,14.21,CAD,captured,0,,2025-07-29T05:54:00
pi_583973307,1152,Student,13.26,0.76,0.66,0.0,12.5,CAD,captured,0,,2025-08-05T11:15:00
pi_929916176,1152,Student,10.39,0.66,0.52,0.0,9.73,CAD,captured,0,,2025-08-04T21:09:00
pi_709330387,1152,Student,17.2,0.9,0.86,0.0,16.3,CAD,captured,0,,2025-07-31T07:59:00
pi_511478808,1152,VIP,59.64,2.39,2.98,0.0,57.25,CAD,captured,0,,2025-07-26T19:47:00
pi_780022328,1152,Senior,19.14,0.97,0.96,2.87,15.3,CAD,captured,0,,2025-07-29T08:26:00
pi_157512981,1152,General,25.75,1.2,1.29,0.0,24.55,CAD,captured,0,,2025-08-03T09:27:00
pi_590593345,1152,VIP,63.63,2.53,3.18,0.0,61.1,CAD,captured,0,,2025-07-29T00:07:00
pi_244611161,1152,Senior,20.79,1.03,1.04,0.0,19.76,CAD,captured,0,,2025-07-31T11:39:00
pi_627607404,1152,General,25.99,1.21,1.3,0.0,24.78,CAD,captured,0,,2025-08-02T11:25:00
pi_182180927,1152,Senior,19.85,0.99,0.99,2.98,15.88,CAD,captured,0,,2025-07-30T22:35:00
pi_160895997,1152,Student,14.09,0.79,0.7,0.0,13.3,CAD,captured,0,,2025-07-24T00:23:00
pi_495617676,1152,General,25.75,1.2,1.29,0.0,24.55,CAD,captured,0,,2025-07-27T15:06:00
pi_317183331,1152,VIP,59.06,2.37,2.95,0.0,56.69,CAD,captured,0,,2025-08-06T19:15:00
pi_328062733,1152,General,25.92,1.21,1.3,0.0,24.71,CAD,captured,0,,2025-07-29T00:18:00
pi_787205384,1152,Student,13.25,0.76,0.66,0.0,12.49,CAD,captured,0,,2025-07-24T22:15:00
pi_603333921,1152,Senior,16.13,0.86,0.81,2.42,12.85,CAD,captured,0,,2025-08-10T05:25:00
pi_101480399,1152,General,24.43,1.15,1.22,3.66,19.62,CAD,captured,0,,2025-07-29T16:41:00
pi_660800739,1152,VIP,60.66,2.42,3.03,0.0,58.24,CAD,captured,0,,2025-07-25T17:25:00
pi_758929152,1152,Student,16.54,0.88,0.83,0.0,15.66,CAD,captured,0,,2025-08-06T17:29:00
pi_889127665,1152,General,24.45,1.16,1.22,0.0,23.29,CAD,captured,0,,2025-08-04T05:04:00
pi_902265592,1152,Senior,17.95,0.93,0.9,0.0,17.02,CAD,captured,0,,2025-08-02T04:37:00
pi_948631597,1152,Student,15.98,0.86,0.8,0.0,15.12,CAD,captured,0,,2025-07-28T23:10:00
pi_457880989,1152,VIP,58.2,2.34,2.91,8.73,47.13,CAD,captured,0,,2025-08-02T14:25:00
pi_276095385,1152,Student,16.17,0.87,0.81,0.0,15.3,CAD,captured,0,,2025-08-07T17:41:00
pi_582946432,1152,Student,14.07,0.79,0.7,0.0,13.28,CAD,captured,0,,2025-07-23T08:13:00
pi_854542272,1152,VIP,59.21,2.37,2.96,0.0,56.84,CAD,captured,0,,2025-08-01T22:30:00
pi_716809821,1152,VIP,61.21,2.44,3.06,9.18,49.59,CAD,captured,0,,2025-07-24T07:47:00
pi_107600345,1152,Student,17.57,0.91,0.88,0.0,16.66,CAD,captured,0,,2025-07-24T09:59:00
pi_807980300,1152,Student,13.25,0.76,0.66,0.0,12.49,CAD,captured,0,,2025-07-25T09:49:00
pi_562599004,1152,Senior,19.15,0.97,0.96,0.0,18.18,CAD,captured,0,,2025-07-31T16:38:00
pi_708828865,1152,Student,15.91,0.86,0.8,0.0,15.05,CAD,captured,0,,2025-08-04T17:54:00
pi_148772382,1152,General,25.31,1.19,1.27,3.8,20.32,CAD,captured,0,,2025-08-04T03:35:00
pi_302686642,1152,Senior,16.61,0.88,0.83,2.49,13.24,CAD,captured,0,,2025-07-23T02:31:00
pi_113254923,1152,VIP,60.6,2.42,3.03,0.0,58.18,CAD,captured,0,,2025-08-06T11:19:00
pi_816121579,1152,Senior,18.44,0.95,0.92,0.0,17.49,CAD,captured,0,,2025-08-08T19:25:00
pi_506424828,1152,VIP,61.66,2.46,3.08,0.0,59.2,CAD,captured,0,,2025-07-27T20:23:00
pi_983813037,1152,Student,15.54,0.84,0.78,0.0,14.7,CAD,captured,0,,2025-08-06T21:03:00
pi_336475656,1152,VIP,59.17,2.37,2.96,8.87,47.93,CAD,captured,0,,2025-07-26T12:35:00
pi_718164182,1152,Student,21.76,1.06,1.09,0.0,20.7,CAD,captured,0,,2025-07-26T00:50:00
pi_239139245,1152,VIP,63.72,2.53,3.19,0.0,61.19,CAD,captured,0,,2025-07-27T08:45:00
pi_694504862,1152,Student,13.34,0.77,0.67,0.0,12.57,CAD,captured,0,,2025-08-07T17:51:00
pi_692181438,1152,Student,12.66,0.74,0.63,0.0,11.92,CAD,captured,0,,2025-08-03T21:08:00
pi_888103266,1152,General,24.78,1.17,1.24,0.0,23.61,CAD,captured,0,,2025-07-24T22:01:00
pi_811631285,1152,General,25.43,1.19,1.27,0.0,24.24,CAD,captured,0,,2025-08-06T12:35:00
pi_125037912,1152,Senior,20.16,1.01,1.01,0.0,19.15,CAD,captured,0,,2025-08-07T19:53:00
pi_604160613,1152,Senior,17.22,0.9,0.86,0.0,16.32,CAD,captured,0,,2025-08-06T21:23:00
pi_376420869,1152,Senior,20.93,1.03,1.05,0.0,19.9,CAD,captured,0,,2025-07-24T22:34:00
pi_123968700,1152,General,24.95,1.17,1.25,0.0,23.78,CAD,captured,0,,2025-08-06T20:17:00
pi_768627201,1152,Student,15.36,0.84,0.77,0.0,14.52,CAD,captured,0,,2025-08-08T11:07:00
pi_155221344,1152,Student,14.77,0.82,0.74,0.0,13.95,CAD,captured,0,,2025-08-01T05:15:00
pi_576584540,1152,VIP,58.41,2.34,2.92,0.0,56.07,CAD,captured,0,,2025-08-06T06:44:00
pi_703612610,1152,Senior,19.59,0.99,0.98,2.94,15.66,CAD,captured,0,,2025-08-03T11:13:00
pi_400210585,1152,Student,14.41,0.8,0.72,0.0,13.61,CAD,captured,0,,2025-08-04T04:37:00
pi_318610190,1152,General,25.64,1.2,1.28,3.85,20.59,CAD,captured,0,,2025-07-31T12:01:00
pi_829469689,1152,VIP,59.27,2.37,2.96,0.0,56.9,CAD,captured,0,,2025-07-27T04:05:00
pi_862379529,1152,Student,13.85,0.78,0.69,2.08,10.99,CAD,captured,0,,2025-08-08T07:26:00
pi_857019135,1152,Student,18.17,0.94,0.91,0.0,17.23,CAD,captured,0,,2025-07-26T20:27:00
pi_242306081,1152,Senior,15.32,0.84,0.77,0.0,14.48,CAD,captured,0,,2025-07-29T23:16:00
pi_744476529,1152,General,21.09,1.04,1.05,0.0,20.05,CAD,captured,0,,2025-07-23T08:36:00
pi_645637296,1152,VIP,63.84,2.53,3.19,9.58,51.73,CAD,captured,0,,2025-07-28T15:43:00
pi_385689557,1152,Student,16.94,0.89,0.85,0.0,16.05,CAD,captured,0,,2025-08-03T17:35:00
